"TIME","TIME_LABEL","GEO","COICOP","UNIT","Value"
"2015","2015","Austria","Apples (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Austria","Pears (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Austria","Stone fruits (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Austria","Berries (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Austria","Other fresh, chilled or frozen fruits","Per mille",":"
"2015","2015","Austria","Dried fruit and nuts","Per mille",":"
"2015","2015","Austria","Preserved fruit and fruit-based products","Per mille",":"
"2015","2015","Austria","Vegetables","Per mille","11"
"2015","2015","Austria","Leaf and stem vegetables (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Austria","Cabbages (fresh or chilled)","Per mille",":"
"2015","2015","Austria","Vegetable grown for their fruit (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Austria","Root crops, non-starchy bulbs and mushrooms (fresh, chilled or frozen)","Per mille",":"
"2015","2015","Austria","Dried vegetables","Per mille",":"
"2015","2015","Austria","Other preserved or processed vegetables","Per mille",":"
"2015","2015","Austria","Potatoes","Per mille",":"
"2015","2015","Austria","Other tubers and products of tuber vegetables","Per mille",":"
"2015","2015","Austria","Sugar, jam, honey, chocolate and confectionery","Per mille","8"
"2015","2015","Austria","Sugar","Per mille",":"
"2015","2015","Austria","Jams, marmalades and honey ","Per mille",":"
"2015","2015","Austria","Chocolate","Per mille",":"
"2015","2015","Austria","Confectionery products","Per mille",":"
"2015","2015","Austria","Edible ices and ice cream","Per mille",":"
"2015","2015","Austria","Other sugar products","Per mille",":"
"2015","2015","Austria","Food products n.e.c.","Per mille","9"
"2015","2015","Austria","Sauces, condiments","Per mille",":"
"2015","2015","Austria","Salt, spices and culinary herbs","Per mille",":"
"2015","2015","Austria","Other food products n.e.c.","Per mille",":"
"2015","2015","Austria","Baker's yeast, dessert preparations, soups","Per mille",":"
"2015","2015","Austria","Non-alcoholic beverages","Per mille","13"
"2015","2015","Austria","Coffee, tea and cocoa","Per mille","5"
"2015","2015","Austria","Coffee","Per mille",":"
"2015","2015","Austria","Tea","Per mille",":"
"2015","2015","Austria","Cocoa and powdered chocolate","Per mille",":"
"2015","2015","Austria","Mineral waters, soft drinks, fruit and vegetable juices","Per mille","8"
"2015","2015","Austria","Mineral or spring waters","Per mille",":"
"2015","2015","Austria","Soft drinks","Per mille",":"
"2015","2015","Austria","Fruit juices","Per mille",":"
"2015","2015","Austria","Vegetable juices","Per mille",":"
"2015","2015","Austria","Alcoholic beverages, tobacco and narcotics","Per mille","23"
"2015","2015","Austria","Alcoholic beverages","Per mille","10"
"2015","2015","Austria","Spirits","Per mille","1"
"2015","2015","Austria","Wine","Per mille","4"
"2015","2015","Austria","Beer","Per mille","5"
"2015","2015","Austria","Tobacco","Per mille","12"
"2015","2015","Austria","Tobacco","Per mille","12"
"2015","2015","Austria","Narcotics","Per mille","0"
"2015","2015","Austria","Narcotics","Per mille","0"
"2015","2015","Austria","Clothing and footwear","Per mille","49"
"2015","2015","Austria","Clothing","Per mille","38"
"2015","2015","Austria","Clothing materials","Per mille","0"
"2015","2015","Austria","Garments","Per mille","35"
"2015","2015","Austria","Other articles of clothing and clothing accessories","Per mille","2"
"2015","2015","Austria","Cleaning, repair and hire of clothing","Per mille","0"
"2015","2015","Austria","Footwear","Per mille","12"
"2015","2015","Austria","Shoes and other footwear","Per mille","11"
"2015","2015","Austria","Repair and hire of footwear","Per mille","0"
"2015","2015","Austria","Housing, water, electricity, gas and other fuels","Per mille","261"
"2015","2015","Austria","Actual rentals for housing","Per mille","50"
"2015","2015","Austria","Actual rentals paid by tenants","Per mille","47"
"2015","2015","Austria","Other actual rentals","Per mille","3"
"2015","2015","Austria","Imputed rentals for housing","Per mille","92"
"2015","2015","Austria","Imputed rentals of owner-occupiers","Per mille","81"
"2015","2015","Austria","Other imputed rentals","Per mille","10"
"2015","2015","Austria","Maintenance and repair of the dwelling","Per mille","34"
"2015","2015","Austria","Materials for the maintenance and repair of the dwelling","Per mille","22"
"2015","2015","Austria","Services for the maintenance and repair of the dwelling","Per mille","12"
"2015","2015","Austria","Water supply and miscellaneous services relating to the dwelling","Per mille","38"
"2015","2015","Austria","Water supply","Per mille","0"
"2015","2015","Austria","Refuse collection","Per mille","0"
"2015","2015","Austria","Sewerage collection","Per mille","0"
"2015","2015","Austria","Other services relating to the dwelling n.e.c.","Per mille","0"
"2015","2015","Austria","Electricity, gas and other fuels","Per mille","47"
"2015","2015","Austria","Electricity","Per mille","22"
"2015","2015","Austria","Gas","Per mille","7"
"2015","2015","Austria","Liquid fuels","Per mille","7"
"2015","2015","Austria","Solid fuels","Per mille","6"
"2015","2015","Austria","Heat energy","Per mille","5"
"2015","2015","Austria","Furnishings, household equipment and routine household maintenance","Per mille","70"
"2015","2015","Austria","Furniture and furnishings, carpets and other floor coverings","Per mille","33"
"2015","2015","Austria","Furniture and furnishings","Per mille","32"
"2015","2015","Austria","Carpets and other floor coverings","Per mille","1"
"2015","2015","Austria","Repair of furniture, furnishings and floor coverings","Per mille","0"
"2015","2015","Austria","Household textiles","Per mille","3"
"2015","2015","Austria","Household textiles","Per mille","3"
"2015","2015","Austria","Household appliances","Per mille","12"
"2015","2015","Austria","Major household appliances whether electric or not","Per mille","9"
"2015","2015","Austria","Small electric household appliances","Per mille","2"
"2015","2015","Austria","Repair of household appliances","Per mille","0"
"2015","2015","Austria","Glassware, tableware and household utensils","Per mille","4"
"2015","2015","Austria","Glassware, tableware and household utensils","Per mille","4"
"2015","2015","Austria","Tools and equipment for house and garden","Per mille","8"
"2015","2015","Austria","Major tools and equipment","Per mille","5"
"2015","2015","Austria","Small tools and miscellaneous accessories","Per mille","3"
"2015","2015","Austria","Goods and services for routine household maintenance","Per mille","11"
"2015","2015","Austria","Non-durable household goods","Per mille","9"
"2015","2015","Austria","Domestic services and household services","Per mille","2"
"2015","2015","Austria","Health","Per mille","38"
"2015","2015","Austria","Medical products, appliances and equipment","Per mille","18"
"2015","2015","Austria","Pharmaceutical products","Per mille","10"
"2015","2015","Austria","Other medical products","Per mille","1"
"2015","2015","Austria","Therapeutic appliances and equipment","Per mille","7"
"2015","2015","Austria","Out-patient services","Per mille","17"
"2015","2015","Austria","Medical services","Per mille","4"
"2015","2015","Austria","Dental services","Per mille","10"
"2015","2015","Austria","Paramedical services","Per mille","3"
"2015","2015","Austria","Hospital services","Per mille","3"
"2015","2015","Austria","Hospital services","Per mille","3"
"2015","2015","Austria","Transport","Per mille","142"
"2015","2015","Austria","Purchase of vehicles","Per mille","59"
"2015","2015","Austria","Motor cars","Per mille","53"
"2015","2015","Austria","Motor cycles","Per mille","2"
"2015","2015","Austria","Bicycles","Per mille","3"
"2015","2015","Austria","Animal drawn vehicles","Per mille","0"
"2015","2015","Austria","Operation of personal transport equipment","Per mille","76"
"2015","2015","Austria","Spare parts and accessories for personal transport equipment","Per mille","5"
"2015","2015","Austria","Fuels and lubricants for personal transport equipment","Per mille","33"
"2015","2015","Austria","Maintenance and repair of personal transport equipment","Per mille","21"
"2015","2015","Austria","Other services in respect of personal transport equipment","Per mille","17"
"2015","2015","Austria","Transport services","Per mille","8"
"2015","2015","Austria","Passenger transport by railway","Per mille","2"
"2015","2015","Austria","Passenger transport by road","Per mille","1"
"2015","2015","Austria","Passenger transport by air","Per mille","0"
"2015","2015","Austria","Passenger transport by sea and inland waterway","Per mille","0"
"2015","2015","Austria","Combined passenger transport","Per mille","4"
"2015","2015","Austria","Other purchased transport services","Per mille","1"
"2015","2015","Austria","Communications","Per mille","15"
"2015","2015","Austria","Postal services","Per mille","0"
"2015","2015","Austria","Postal services","Per mille","0"
"2015","2015","Austria","Telephone and telefax equipment","Per mille","4"
"2015","2015","Austria","Telephone and telefax equipment","Per mille","4"
"2015","2015","Austria","Telephone and telefax services","Per mille","11"
"2015","2015","Austria","Telephone and telefax services","Per mille","11"
"2015","2015","Austria","Recreation and culture","Per mille","115"
"2015","2015","Austria","Audio-visual, photographic and information processing equipment","Per mille","13"
"2015","2015","Austria","Equipment for the reception, recording and reproduction of sound and picture","Per mille","5"
"2015","2015","Austria","Photographic and cinematographic equipment and optical instruments","Per mille","1"
"2015","2015","Austria","Information processing equipment","Per mille","5"
"2015","2015","Austria","Recording media","Per mille","2"
"2015","2015","Austria","Repair of audio-visual, photographic and information processing equipment","Per mille","0"
"2015","2015","Austria","Other major durables for recreation and culture","Per mille","3"
"2015","2015","Austria","Major durables for outdoor recreation","Per mille","1"
"2015","2015","Austria","Musical instruments and major durables for indoor recreation","Per mille","1"
"2015","2015","Austria","Maintenance and repair of other major durables for recreation and culture","Per mille","0"
"2015","2015","Austria","Other recreational items and equipment, gardens and pets","Per mille","22"
"2015","2015","Austria","Games, toys and hobbies","Per mille","5"
"2015","2015","Austria","Equipment for sport, camping and open-air recreation","Per mille","3"
"2015","2015","Austria","Gardens, plants and flowers","Per mille","7"
"2015","2015","Austria","Pets and related products","Per mille","6"
"2015","2015","Austria","Veterinary and other services for pets","Per mille","2"
"2015","2015","Austria","Recreational and cultural services","Per mille","22"
"2015","2015","Austria","Recreational and sporting services","Per mille","9"
"2015","2015","Austria","Cultural services","Per mille","12"
"2015","2015","Austria","Games of chance","Per mille","2"
"2015","2015","Austria","Newspapers, books and stationery","Per mille","11"
"2015","2015","Austria","Books","Per mille","3"
"2015","2015","Austria","Newspapers and periodicals","Per mille","5"
"2015","2015","Austria","Miscellaneous printed matter","Per mille","1"
"2015","2015","Austria","Stationery and drawing materials","Per mille","2"
"2015","2015","Austria","Package holidays","Per mille","45"
"2015","2015","Austria","Package holidays","Per mille","45"
"2015","2015","Austria","Education","Per mille","11"
"2015","2015","Austria","Pre-primary and primary education","Per mille","2"
"2015","2015","Austria","Pre-primary and primary education","Per mille","2"
"2015","2015","Austria","Secondary education","Per mille","1"
"2015","2015","Austria","Secondary education","Per mille","1"
"2015","2015","Austria","Post-secondary non-tertiary education","Per mille","0"
"2015","2015","Austria","Post-secondary non-tertiary education","Per mille","0"
"2015","2015","Austria","Tertiary education","Per mille","2"
"2015","2015","Austria","Tertiary education","Per mille","2"
"2015","2015","Austria","Education not definable by level","Per mille","5"
